 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> cervenec 12, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\Lithium in  H- O.txt

 Ion = Lithium [3] , Mass = 7,016 amu

 Target Density =  1,0000E+00 g/cm3 = 1,0029E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066,67    011,19   
      O      8    033,33    088,81   
 ====================================
 Bragg Correction = -6,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
   5,50 keV   1,692E+01  3,307E+01     735 A       328 A       240 A   
   6,00 keV   1,767E+01  3,199E+01     809 A       355 A       262 A   
   6,50 keV   1,839E+01  3,099E+01     884 A       383 A       284 A   
   7,00 keV   1,908E+01  3,006E+01     960 A       410 A       306 A   
   8,00 keV   2,040E+01  2,838E+01    1114 A       463 A       350 A   
   9,00 keV   2,164E+01  2,691E+01    1271 A       515 A       394 A   
  10,00 keV   2,281E+01  2,561E+01    1430 A       566 A       439 A   
  11,00 keV   2,392E+01  2,446E+01    1590 A       616 A       483 A   
  12,00 keV   2,499E+01  2,342E+01    1752 A       665 A       527 A   
  13,00 keV   2,601E+01  2,247E+01    1915 A       712 A       570 A   
  14,00 keV   2,699E+01  2,162E+01    2078 A       759 A       614 A   
  15,00 keV   2,809E+01  2,084E+01    2242 A       804 A       657 A   
  16,00 keV   2,916E+01  2,012E+01    2405 A       847 A       699 A   
  17,00 keV   3,021E+01  1,946E+01    2569 A       889 A       741 A   
  18,00 keV   3,123E+01  1,884E+01    2732 A       930 A       782 A   
  20,00 keV   3,322E+01  1,774E+01    3056 A      1009 A       863 A   
  22,50 keV   3,560E+01  1,656E+01    3457 A      1101 A       960 A   
  25,00 keV   3,788E+01  1,555E+01    3853 A      1186 A      1053 A   
  27,50 keV   4,008E+01  1,467E+01    4243 A      1266 A      1142 A   
  30,00 keV   4,221E+01  1,390E+01    4628 A      1340 A      1227 A   
  32,50 keV   4,428E+01  1,321E+01    5005 A      1409 A      1308 A   
  35,00 keV   4,629E+01  1,260E+01    5377 A      1474 A      1386 A   
  37,50 keV   4,825E+01  1,206E+01    5742 A      1535 A      1460 A   
  40,00 keV   5,016E+01  1,156E+01    6101 A      1593 A      1531 A   
  45,00 keV   5,388E+01  1,069E+01    6800 A      1698 A      1665 A   
  50,00 keV   5,745E+01  9,963E+00    7476 A      1792 A      1788 A   
  55,00 keV   6,091E+01  9,338E+00    8129 A      1876 A      1902 A   
  60,00 keV   6,426E+01  8,795E+00    8761 A      1952 A      2007 A   
  65,00 keV   6,753E+01  8,320E+00    9374 A      2021 A      2105 A   
  70,00 keV   7,071E+01  7,899E+00    9968 A      2084 A      2196 A   
  80,00 keV   7,687E+01  7,185E+00    1,11 um     2196 A      2361 A   
  90,00 keV   8,279E+01  6,602E+00    1,22 um     2291 A      2506 A   
 100,00 keV   8,851E+01  6,116E+00    1,32 um     2373 A      2636 A   
 110,00 keV   9,406E+01  5,704E+00    1,42 um     2444 A      2752 A   
 120,00 keV   9,946E+01  5,349E+00    1,51 um     2506 A      2856 A   
 130,00 keV   1,047E+02  5,040E+00    1,60 um     2561 A      2951 A   
 140,00 keV   1,099E+02  4,768E+00    1,68 um     2611 A      3038 A   
 150,00 keV   1,149E+02  4,527E+00    1,77 um     2655 A      3117 A   
 160,00 keV   1,198E+02  4,311E+00    1,84 um     2694 A      3191 A   
 170,00 keV   1,246E+02  4,117E+00    1,92 um     2730 A      3258 A   
 180,00 keV   1,294E+02  3,941E+00    1,99 um     2763 A      3321 A   
 200,00 keV   1,386E+02  3,635E+00    2,14 um     2824 A      3434 A   
 225,00 keV   1,497E+02  3,319E+00    2,30 um     2889 A      3556 A   
 250,00 keV   1,603E+02  3,057E+00    2,45 um     2944 A      3661 A   
 275,00 keV   1,705E+02  2,837E+00    2,60 um     2990 A      3752 A   
 300,00 keV   1,803E+02  2,650E+00    2,74 um     3030 A      3833 A   
 325,00 keV   1,897E+02  2,487E+00    2,87 um     3064 A      3905 A   
 350,00 keV   1,987E+02  2,345E+00    2,99 um     3095 A      3969 A   
 375,00 keV   2,073E+02  2,219E+00    3,11 um     3122 A      4028 A   
 400,00 keV   2,155E+02  2,108E+00    3,23 um     3146 A      4081 A   
 450,00 keV   2,308E+02  1,918E+00    3,45 um     3196 A      4174 A   
 500,00 keV   2,446E+02  1,761E+00    3,65 um     3238 A      4255 A   
 550,00 keV   2,571E+02  1,630E+00    3,85 um     3274 A      4324 A   
 600,00 keV   2,683E+02  1,519E+00    4,04 um     3306 A      4386 A   
 650,00 keV   2,783E+02  1,422E+00    4,22 um     3334 A      4442 A   
 700,00 keV   2,872E+02  1,339E+00    4,39 um     3359 A      4492 A   
 800,00 keV   3,023E+02  1,199E+00    4,73 um     3421 A      4581 A   
 900,00 keV   3,143E+02  1,088E+00    5,05 um     3474 A      4657 A   
   1,00 MeV   3,239E+02  9,968E-01    5,36 um     3522 A      4724 A   
   1,10 MeV   3,316E+02  9,207E-01    5,66 um     3566 A      4785 A   
   1,20 MeV   3,376E+02  8,561E-01    5,96 um     3607 A      4840 A   
   1,30 MeV   3,423E+02  8,005E-01    6,25 um     3645 A      4891 A   
   1,40 MeV   3,459E+02  7,522E-01    6,54 um     3681 A      4938 A   
   1,50 MeV   3,486E+02  7,098E-01    6,83 um     3716 A      4983 A   
   1,60 MeV   3,506E+02  6,722E-01    7,11 um     3750 A      5025 A   
   1,70 MeV   3,518E+02  6,386E-01    7,40 um     3782 A      5065 A   
   1,80 MeV   3,525E+02  6,084E-01    7,68 um     3814 A      5104 A   
   2,00 MeV   3,525E+02  5,564E-01    8,25 um     3917 A      5177 A   
   2,25 MeV   3,506E+02  5,033E-01    8,96 um     4065 A      5263 A   
   2,50 MeV   3,470E+02  4,600E-01    9,67 um     4210 A      5344 A   
   2,75 MeV   3,423E+02  4,240E-01   10,39 um     4352 A      5421 A   
   3,00 MeV   3,367E+02  3,935E-01   11,13 um     4493 A      5497 A   
   3,25 MeV   3,305E+02  3,673E-01   11,88 um     4634 A      5571 A   
   3,50 MeV   3,239E+02  3,446E-01   12,64 um     4776 A      5644 A   
   3,75 MeV   3,169E+02  3,247E-01   13,42 um     4919 A      5717 A   
   4,00 MeV   3,098E+02  3,071E-01   14,21 um     5064 A      5790 A   
   4,50 MeV   2,953E+02  2,774E-01   15,87 um     5608 A      5937 A   
   5,00 MeV   2,812E+02  2,531E-01   17,60 um     6152 A      6089 A   
   5,50 MeV   2,677E+02  2,330E-01   19,42 um     6700 A      6245 A   
   6,00 MeV   2,551E+02  2,160E-01   21,33 um     7256 A      6409 A   
   6,50 MeV   2,435E+02  2,014E-01   23,33 um     7822 A      6580 A   
   7,00 MeV   2,327E+02  1,888E-01   25,43 um     8398 A      6759 A   
   8,00 MeV   2,139E+02  1,680E-01   29,91 um     1,06 um     7145 A   
   9,00 MeV   1,980E+02  1,515E-01   34,77 um     1,27 um     7571 A   
  10,00 MeV   1,846E+02  1,381E-01   39,99 um     1,47 um     8038 A   
  11,00 MeV   1,732E+02  1,270E-01   45,58 um     1,68 um     8547 A   
  12,00 MeV   1,633E+02  1,176E-01   51,52 um     1,88 um     9098 A   
  13,00 MeV   1,547E+02  1,096E-01   57,81 um     2,09 um     9690 A   
  14,00 MeV   1,472E+02  1,026E-01   64,43 um     2,30 um     1,03 um  
  15,00 MeV   1,420E+02  9,656E-02   71,34 um     2,50 um     1,10 um  
  16,00 MeV   1,370E+02  9,119E-02   78,51 um     2,71 um     1,17 um  
  17,00 MeV   1,317E+02  8,642E-02   85,95 um     2,91 um     1,24 um  
  18,00 MeV   1,258E+02  8,215E-02   93,71 um     3,12 um     1,32 um  
  20,00 MeV   1,156E+02  7,481E-02  110,29 um     3,92 um     1,48 um  
  22,50 MeV   1,053E+02  6,736E-02  132,94 um     5,08 um     1,71 um  
  25,00 MeV   9,677E+01  6,133E-02  157,70 um     6,19 um     1,96 um  
  27,50 MeV   8,967E+01  5,633E-02  184,52 um     7,28 um     2,23 um  
  30,00 MeV   8,364E+01  5,211E-02  213,38 um     8,36 um     2,53 um  
  32,50 MeV   7,844E+01  4,851E-02  244,23 um     9,45 um     2,84 um  
  35,00 MeV   7,391E+01  4,540E-02  277,04 um    10,56 um     3,17 um  
  37,50 MeV   6,992E+01  4,268E-02  311,80 um    11,67 um     3,53 um  
  40,00 MeV   6,638E+01  4,028E-02  348,48 um    12,80 um     3,90 um  
  45,00 MeV   6,036E+01  3,623E-02  427,44 um    17,03 um     4,71 um  
  50,00 MeV   5,543E+01  3,296E-02  513,85 um    21,02 um     5,59 um  
  55,00 MeV   5,131E+01  3,025E-02  607,57 um    24,90 um     6,54 um  
  60,00 MeV   4,781E+01  2,797E-02  708,48 um    28,76 um     7,56 um  
  65,00 MeV   4,479E+01  2,602E-02  816,48 um    32,63 um     8,65 um  
  70,00 MeV   4,217E+01  2,434E-02  931,48 um    36,53 um     9,81 um  
  80,00 MeV   3,781E+01  2,157E-02    1,18 mm    51,01 um    12,33 um  
  90,00 MeV   3,434E+01  1,939E-02    1,46 mm    64,49 um    15,11 um  
 100,00 MeV   3,150E+01  1,763E-02    1,76 mm    77,66 um    18,14 um  
 110,00 MeV   2,913E+01  1,617E-02    2,09 mm    90,77 um    21,42 um  
 120,00 MeV   2,712E+01  1,494E-02    2,45 mm   103,95 um    24,94 um  
 130,00 MeV   2,540E+01  1,389E-02    2,83 mm   117,26 um    28,70 um  
 140,00 MeV   2,390E+01  1,299E-02    3,24 mm   130,75 um    32,69 um  
 150,00 MeV   2,259E+01  1,220E-02    3,67 mm   144,44 um    36,91 um  
 160,00 MeV   2,142E+01  1,150E-02    4,12 mm   158,32 um    41,36 um  
 170,00 MeV   2,039E+01  1,088E-02    4,60 mm   172,42 um    46,03 um  
 180,00 MeV   1,945E+01  1,033E-02    5,10 mm   186,74 um    50,92 um  
 200,00 MeV   1,785E+01  9,386E-03    6,17 mm   241,15 um    61,36 um  
 225,00 MeV   1,622E+01  8,429E-03    7,64 mm   318,98 um    75,58 um  
 250,00 MeV   1,488E+01  7,656E-03    9,25 mm   392,52 um    91,09 um  
 275,00 MeV   1,378E+01  7,017E-03   11,00 mm   464,42 um   107,83 um  
 300,00 MeV   1,284E+01  6,480E-03   12,88 mm   535,85 um   125,78 um  
 325,00 MeV   1,204E+01  6,022E-03   14,88 mm   607,40 um   144,91 um  
 350,00 MeV   1,135E+01  5,627E-03   17,02 mm   679,40 um   165,18 um  
 375,00 MeV   1,074E+01  5,282E-03   19,29 mm   752,01 um   186,57 um  
 400,00 MeV   1,021E+01  4,979E-03   21,67 mm   825,33 um   209,05 um  
 450,00 MeV   9,303E+00  4,469E-03   26,80 mm     1,10 mm   257,20 um  
 500,00 MeV   8,568E+00  4,057E-03   32,40 mm     1,36 mm   309,44 um  
 550,00 MeV   7,959E+00  3,717E-03   38,46 mm     1,61 mm   365,58 um  
 600,00 MeV   7,447E+00  3,431E-03   44,95 mm     1,85 mm   425,47 um  
 650,00 MeV   7,008E+00  3,187E-03   51,87 mm     2,10 mm   488,95 um  
 700,00 MeV   6,629E+00  2,977E-03   59,20 mm     2,34 mm   555,89 um  
 800,00 MeV   6,006E+00  2,632E-03   75,05 mm     3,25 mm   699,65 um  
 900,00 MeV   5,515E+00  2,361E-03   92,42 mm     4,08 mm   855,74 um  
   1,00 GeV   5,118E+00  2,143E-03  111,24 mm     4,88 mm     1,02 mm  
   1,10 GeV   4,790E+00  1,962E-03  131,43 mm     5,66 mm     1,20 mm  
   1,20 GeV   4,515E+00  1,811E-03  152,93 mm     6,43 mm     1,39 mm  
   1,30 GeV   4,281E+00  1,681E-03  175,67 mm     7,19 mm     1,59 mm  
   1,40 GeV   4,079E+00  1,570E-03  199,59 mm     7,96 mm     1,79 mm  
   1,50 GeV   3,903E+00  1,473E-03  224,65 mm     8,72 mm     2,01 mm  
   1,60 GeV   3,749E+00  1,388E-03  250,78 mm     9,48 mm     2,23 mm  
   1,70 GeV   3,613E+00  1,312E-03  277,95 mm    10,24 mm     2,46 mm  
   1,80 GeV   3,491E+00  1,244E-03  306,10 mm    10,99 mm     2,69 mm  
   2,00 GeV   3,284E+00  1,128E-03  365,16 mm    13,82 mm     3,18 mm  
   2,25 GeV   3,076E+00  1,012E-03  443,81 mm    17,76 mm     3,82 mm  
   2,50 GeV   2,911E+00  9,175E-04  527,35 mm    21,35 mm     4,49 mm  
   2,75 GeV   2,776E+00  8,398E-04  615,29 mm    24,73 mm     5,18 mm  
   3,00 GeV   2,663E+00  7,746E-04  707,23 mm    27,96 mm     5,89 mm  
   3,25 GeV   2,569E+00  7,191E-04  802,79 mm    31,08 mm     6,61 mm  
   3,50 GeV   2,489E+00  6,712E-04  901,63 mm    34,10 mm     7,36 mm  
   3,75 GeV   2,420E+00  6,295E-04    1,00 m     37,04 mm     8,11 mm  
   4,00 GeV   2,361E+00  5,928E-04    1,11 m     39,90 mm     8,87 mm  
   4,50 GeV   2,263E+00  5,312E-04    1,32 m     50,32 mm    10,41 mm  
   5,00 GeV   2,187E+00  4,816E-04    1,55 m     59,55 mm    11,96 mm  
   5,50 GeV   2,127E+00  4,407E-04    1,78 m     68,02 mm    13,53 mm  
   6,00 GeV   2,079E+00  4,063E-04    2,02 m     75,91 mm    15,09 mm  
   6,50 GeV   2,039E+00  3,771E-04    2,26 m     83,35 mm    16,65 mm  
   7,00 GeV   2,007E+00  3,519E-04    2,51 m     90,42 mm    18,20 mm  
   8,00 GeV   1,958E+00  3,107E-04    3,01 m    115,23 mm    21,25 mm  
   9,00 GeV   1,924E+00  2,783E-04    3,53 m    136,39 mm    24,25 mm  
  10,00 GeV   1,900E+00  2,522E-04    4,05 m    155,21 mm    27,16 mm  
  11,00 GeV   1,883E+00  2,307E-04    4,58 m    172,33 mm    30,00 mm  
  12,00 GeV   1,871E+00  2,127E-04    5,11 m    188,12 mm    32,76 mm  
  13,00 GeV   1,864E+00  1,973E-04    5,65 m    202,83 mm    35,45 mm  
  14,00 GeV   1,859E+00  1,841E-04    6,18 m    216,64 mm    38,05 mm  
  15,00 GeV   1,856E+00  1,726E-04    6,72 m    229,67 mm    40,59 mm  
  16,00 GeV   1,855E+00  1,625E-04    7,26 m    242,03 mm    43,05 mm  
  17,00 GeV   1,856E+00  1,535E-04    7,80 m    253,78 mm    45,45 mm  
  18,00 GeV   1,857E+00  1,455E-04    8,34 m    265,01 mm    47,78 mm  
  20,00 GeV   1,862E+00  1,318E-04    9,41 m    305,61 mm    52,26 mm  
  22,50 GeV   1,872E+00  1,180E-04   10,75 m    359,57 mm    57,54 mm  
  25,00 GeV   1,883E+00  1,069E-04   12,08 m    405,95 mm    62,52 mm  
  27,50 GeV   1,896E+00  9,777E-05   13,41 m    447,04 mm    67,23 mm  
  30,00 GeV   1,909E+00  9,010E-05   14,72 m    484,19 mm    71,69 mm  
  32,50 GeV   1,922E+00  8,358E-05   16,03 m    518,24 mm    75,94 mm  
  35,00 GeV   1,935E+00  7,795E-05   17,32 m    549,76 mm    79,98 mm  
  37,50 GeV   1,948E+00  7,306E-05   18,61 m    579,19 mm    83,86 mm  
  40,00 GeV   1,960E+00  6,876E-05   19,89 m    606,83 mm    87,57 mm  
  45,00 GeV   1,985E+00  6,155E-05   22,42 m    704,85 mm    94,56 mm  
  50,00 GeV   2,008E+00  5,574E-05   24,93 m    788,87 mm   101,06 mm  
  55,00 GeV   2,030E+00  5,096E-05   27,40 m    863,15 mm   107,14 mm  
  60,00 GeV   2,051E+00  4,695E-05   29,85 m    930,15 mm   112,85 mm  
  65,00 GeV   2,071E+00  4,354E-05   32,28 m    991,45 mm   118,25 mm  
  70,00 GeV   2,089E+00  4,061E-05   34,68 m      1,05 m    123,38 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  1,0000E-02                keV / (ug/cm2) 
  1,0000E-02                MeV / (mg/cm2) 
  1,0000E+01                keV / (mg/cm2) 
  9,9709E-02                 eV / (1E15 atoms/cm2)
  4,5410E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
