 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> cervenec 12, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\Nitrogen in  H- O.txt

 Ion = Nitrogen [7] , Mass = 14,003 amu

 Target Density =  1,0000E+00 g/cm3 = 1,0029E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066,67    011,19   
      O      8    033,33    088,81   
 ====================================
 Bragg Correction = -6,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
   5,00 keV   3,603E+01  1,301E+02     262 A       106 A        76 A   
   5,50 keV   3,779E+01  1,289E+02     286 A       114 A        82 A   
   6,00 keV   3,947E+01  1,277E+02     309 A       122 A        88 A   
   6,50 keV   4,108E+01  1,264E+02     333 A       130 A        94 A   
   7,00 keV   4,263E+01  1,250E+02     357 A       138 A        99 A   
   8,00 keV   4,557E+01  1,223E+02     404 A       154 A       110 A   
   9,00 keV   4,834E+01  1,196E+02     452 A       169 A       121 A   
  10,00 keV   5,095E+01  1,170E+02     500 A       184 A       132 A   
  11,00 keV   5,344E+01  1,145E+02     549 A       199 A       143 A   
  12,00 keV   5,582E+01  1,120E+02     597 A       214 A       154 A   
  13,00 keV   5,810E+01  1,096E+02     646 A       228 A       165 A   
  14,00 keV   6,029E+01  1,074E+02     696 A       243 A       175 A   
  15,00 keV   6,241E+01  1,052E+02     745 A       257 A       186 A   
  16,00 keV   6,445E+01  1,031E+02     795 A       271 A       197 A   
  17,00 keV   6,644E+01  1,011E+02     844 A       285 A       207 A   
  18,00 keV   6,836E+01  9,922E+01     894 A       298 A       218 A   
  20,00 keV   7,206E+01  9,564E+01     995 A       325 A       239 A   
  22,50 keV   7,643E+01  9,156E+01    1121 A       357 A       265 A   
  25,00 keV   8,057E+01  8,786E+01    1248 A       388 A       291 A   
  27,50 keV   8,450E+01  8,449E+01    1375 A       418 A       316 A   
  30,00 keV   8,888E+01  8,141E+01    1503 A       447 A       342 A   
  32,50 keV   9,304E+01  7,859E+01    1629 A       475 A       367 A   
  35,00 keV   9,681E+01  7,599E+01    1756 A       502 A       391 A   
  37,50 keV   1,002E+02  7,358E+01    1882 A       528 A       416 A   
  40,00 keV   1,033E+02  7,135E+01    2008 A       554 A       440 A   
  45,00 keV   1,087E+02  6,733E+01    2260 A       603 A       487 A   
  50,00 keV   1,132E+02  6,381E+01    2511 A       649 A       533 A   
  55,00 keV   1,171E+02  6,070E+01    2763 A       694 A       577 A   
  60,00 keV   1,206E+02  5,792E+01    3015 A       737 A       621 A   
  65,00 keV   1,238E+02  5,543E+01    3268 A       778 A       664 A   
  70,00 keV   1,267E+02  5,317E+01    3520 A       818 A       706 A   
  80,00 keV   1,321E+02  4,925E+01    4025 A       895 A       787 A   
  90,00 keV   1,373E+02  4,594E+01    4528 A       966 A       866 A   
 100,00 keV   1,422E+02  4,311E+01    5029 A      1034 A       942 A   
 110,00 keV   1,472E+02  4,066E+01    5525 A      1097 A      1015 A   
 120,00 keV   1,522E+02  3,850E+01    6016 A      1156 A      1086 A   
 130,00 keV   1,572E+02  3,660E+01    6502 A      1212 A      1154 A   
 140,00 keV   1,622E+02  3,489E+01    6981 A      1264 A      1219 A   
 150,00 keV   1,673E+02  3,336E+01    7454 A      1313 A      1282 A   
 160,00 keV   1,725E+02  3,198E+01    7919 A      1360 A      1343 A   
 170,00 keV   1,777E+02  3,072E+01    8376 A      1404 A      1402 A   
 180,00 keV   1,829E+02  2,957E+01    8826 A      1445 A      1458 A   
 200,00 keV   1,934E+02  2,754E+01    9702 A      1523 A      1565 A   
 225,00 keV   2,065E+02  2,540E+01    1,08 um     1609 A      1687 A   
 250,00 keV   2,196E+02  2,361E+01    1,18 um     1685 A      1798 A   
 275,00 keV   2,326E+02  2,208E+01    1,27 um     1752 A      1900 A   
 300,00 keV   2,454E+02  2,076E+01    1,37 um     1811 A      1993 A   
 325,00 keV   2,581E+02  1,960E+01    1,45 um     1864 A      2078 A   
 350,00 keV   2,704E+02  1,858E+01    1,54 um     1912 A      2157 A   
 375,00 keV   2,826E+02  1,768E+01    1,62 um     1954 A      2230 A   
 400,00 keV   2,945E+02  1,686E+01    1,70 um     1993 A      2297 A   
 450,00 keV   3,175E+02  1,546E+01    1,85 um     2066 A      2419 A   
 500,00 keV   3,397E+02  1,429E+01    1,99 um     2127 A      2525 A   
 550,00 keV   3,610E+02  1,331E+01    2,13 um     2180 A      2620 A   
 600,00 keV   3,815E+02  1,246E+01    2,26 um     2226 A      2704 A   
 650,00 keV   4,013E+02  1,173E+01    2,38 um     2266 A      2779 A   
 700,00 keV   4,204E+02  1,108E+01    2,50 um     2302 A      2847 A   
 800,00 keV   4,571E+02  1,000E+01    2,71 um     2372 A      2966 A   
 900,00 keV   4,920E+02  9,127E+00    2,92 um     2430 A      3067 A   
   1,00 MeV   5,252E+02  8,406E+00    3,11 um     2478 A      3154 A   
   1,10 MeV   5,570E+02  7,800E+00    3,29 um     2519 A      3229 A   
   1,20 MeV   5,875E+02  7,282E+00    3,46 um     2555 A      3296 A   
   1,30 MeV   6,168E+02  6,834E+00    3,62 um     2586 A      3355 A   
   1,40 MeV   6,447E+02  6,442E+00    3,78 um     2614 A      3408 A   
   1,50 MeV   6,715E+02  6,096E+00    3,93 um     2639 A      3456 A   
   1,60 MeV   6,970E+02  5,789E+00    4,07 um     2661 A      3500 A   
   1,70 MeV   7,214E+02  5,513E+00    4,21 um     2682 A      3540 A   
   1,80 MeV   7,444E+02  5,265E+00    4,35 um     2701 A      3577 A   
   2,00 MeV   7,870E+02  4,835E+00    4,60 um     2746 A      3643 A   
   2,25 MeV   8,338E+02  4,393E+00    4,91 um     2801 A      3713 A   
   2,50 MeV   8,738E+02  4,030E+00    5,20 um     2850 A      3775 A   
   2,75 MeV   9,078E+02  3,727E+00    5,48 um     2892 A      3829 A   
   3,00 MeV   9,364E+02  3,469E+00    5,75 um     2931 A      3877 A   
   3,25 MeV   9,605E+02  3,247E+00    6,01 um     2967 A      3921 A   
   3,50 MeV   9,807E+02  3,054E+00    6,27 um     3000 A      3961 A   
   3,75 MeV   9,976E+02  2,884E+00    6,52 um     3031 A      3998 A   
   4,00 MeV   1,012E+03  2,733E+00    6,77 um     3061 A      4032 A   
   4,50 MeV   1,033E+03  2,477E+00    7,25 um     3154 A      4095 A   
   5,00 MeV   1,048E+03  2,268E+00    7,73 um     3240 A      4152 A   
   5,50 MeV   1,058E+03  2,093E+00    8,20 um     3322 A      4205 A   
   6,00 MeV   1,064E+03  1,945E+00    8,67 um     3400 A      4253 A   
   6,50 MeV   1,066E+03  1,818E+00    9,14 um     3475 A      4299 A   
   7,00 MeV   1,066E+03  1,707E+00    9,61 um     3548 A      4342 A   
   8,00 MeV   1,059E+03  1,524E+00   10,55 um     3808 A      4424 A   
   9,00 MeV   1,045E+03  1,378E+00   11,50 um     4054 A      4500 A   
  10,00 MeV   1,027E+03  1,260E+00   12,46 um     4293 A      4574 A   
  11,00 MeV   1,006E+03  1,161E+00   13,44 um     4527 A      4645 A   
  12,00 MeV   9,837E+02  1,077E+00   14,45 um     4759 A      4715 A   
  13,00 MeV   9,608E+02  1,006E+00   15,48 um     4990 A      4784 A   
  14,00 MeV   9,376E+02  9,434E-01   16,53 um     5220 A      4853 A   
  15,00 MeV   9,148E+02  8,889E-01   17,61 um     5452 A      4922 A   
  16,00 MeV   8,924E+02  8,406E-01   18,71 um     5685 A      4992 A   
  17,00 MeV   8,706E+02  7,976E-01   19,84 um     5920 A      5063 A   
  18,00 MeV   8,495E+02  7,591E-01   21,01 um     6157 A      5135 A   
  20,00 MeV   8,097E+02  6,927E-01   23,42 um     7062 A      5282 A   
  22,50 MeV   7,644E+02  6,252E-01   26,59 um     8397 A      5474 A   
  25,00 MeV   7,236E+02  5,703E-01   29,95 um     9675 A      5676 A   
  27,50 MeV   6,871E+02  5,247E-01   33,49 um     1,09 um     5891 A   
  30,00 MeV   6,636E+02  4,862E-01   37,19 um     1,21 um     6116 A   
  32,50 MeV   6,409E+02  4,533E-01   41,02 um     1,33 um     6351 A   
  35,00 MeV   6,143E+02  4,247E-01   45,01 um     1,45 um     6596 A   
  37,50 MeV   5,880E+02  3,997E-01   49,16 um     1,57 um     6854 A   
  40,00 MeV   5,642E+02  3,777E-01   53,50 um     1,68 um     7125 A   
  45,00 MeV   5,232E+02  3,404E-01   62,70 um     2,13 um     7706 A   
  50,00 MeV   4,887E+02  3,102E-01   72,59 um     2,56 um     8339 A   
  55,00 MeV   4,594E+02  2,851E-01   83,13 um     2,96 um     9023 A   
  60,00 MeV   4,340E+02  2,640E-01   94,33 um     3,37 um     9755 A   
  65,00 MeV   4,118E+02  2,459E-01  106,15 um     3,76 um     1,05 um  
  70,00 MeV   3,922E+02  2,302E-01  118,59 um     4,16 um     1,14 um  
  80,00 MeV   3,587E+02  2,045E-01  145,24 um     5,62 um     1,31 um  
  90,00 MeV   3,310E+02  1,841E-01  174,26 um     6,97 um     1,51 um  
 100,00 MeV   3,076E+02  1,676E-01  205,59 um     8,27 um     1,72 um  
 110,00 MeV   2,873E+02  1,539E-01  239,22 um     9,55 um     1,95 um  
 120,00 MeV   2,696E+02  1,424E-01  275,14 um    10,83 um     2,19 um  
 130,00 MeV   2,538E+02  1,326E-01  313,36 um    12,12 um     2,44 um  
 140,00 MeV   2,396E+02  1,240E-01  353,90 um    13,42 um     2,71 um  
 150,00 MeV   2,269E+02  1,166E-01  396,78 um    14,74 um     3,00 um  
 160,00 MeV   2,152E+02  1,100E-01  442,02 um    16,09 um     3,30 um  
 170,00 MeV   2,046E+02  1,042E-01  489,66 um    17,46 um     3,62 um  
 180,00 MeV   1,949E+02  9,898E-02  539,73 um    18,85 um     3,95 um  
 200,00 MeV   1,776E+02  9,003E-02  647,21 um    24,25 um     4,66 um  
 225,00 MeV   1,596E+02  8,097E-02  795,69 um    32,13 um     5,63 um  
 250,00 MeV   1,446E+02  7,363E-02  960,23 um    39,72 um     6,72 um  
 275,00 MeV   1,322E+02  6,756E-02    1,14 mm    47,28 um     7,90 um  
 300,00 MeV   1,220E+02  6,245E-02    1,34 mm    54,92 um     9,20 um  
 325,00 MeV   1,135E+02  5,809E-02    1,55 mm    62,67 um    10,60 um  
 350,00 MeV   1,065E+02  5,432E-02    1,78 mm    70,50 um    12,10 um  
 375,00 MeV   1,009E+02  5,103E-02    2,02 mm    78,38 um    13,69 um  
 400,00 MeV   9,645E+01  4,813E-02    2,27 mm    86,25 um    15,36 um  
 450,00 MeV   8,850E+01  4,325E-02    2,81 mm   115,45 um    18,94 um  
 500,00 MeV   8,119E+01  3,931E-02    3,40 mm   142,58 um    22,82 um  
 550,00 MeV   7,511E+01  3,604E-02    4,04 mm   169,06 um    27,02 um  
 600,00 MeV   6,998E+01  3,330E-02    4,73 mm   195,33 um    31,51 um  
 650,00 MeV   6,559E+01  3,096E-02    5,47 mm   221,64 um    36,31 um  
 700,00 MeV   6,178E+01  2,894E-02    6,26 mm   248,10 um    41,40 um  
 800,00 MeV   5,550E+01  2,562E-02    7,96 mm   346,65 um    52,42 um  
 900,00 MeV   5,054E+01  2,301E-02    9,85 mm   437,96 um    64,53 um  
   1,00 GeV   4,652E+01  2,090E-02   11,91 mm   526,61 um    77,69 um  
   1,10 GeV   4,319E+01  1,915E-02   14,14 mm   614,34 um    91,85 um  
   1,20 GeV   4,038E+01  1,769E-02   16,54 mm   701,97 um   106,97 um  
   1,30 GeV   3,798E+01  1,644E-02   19,09 mm   789,90 um   123,02 um  
   1,40 GeV   3,591E+01  1,536E-02   21,80 mm   878,35 um   139,96 um  
   1,50 GeV   3,410E+01  1,442E-02   24,66 mm   967,42 um   157,76 um  
   1,60 GeV   3,251E+01  1,359E-02   27,66 mm     1,06 mm   176,39 um  
   1,70 GeV   3,109E+01  1,285E-02   30,80 mm     1,15 mm   195,81 um  
   1,80 GeV   2,983E+01  1,220E-02   34,09 mm     1,24 mm   216,00 um  
   2,00 GeV   2,767E+01  1,107E-02   41,05 mm     1,58 mm   258,59 um  
   2,25 GeV   2,548E+01  9,934E-03   50,46 mm     2,07 mm   315,71 um  
   2,50 GeV   2,372E+01  9,016E-03   60,63 mm     2,52 mm   376,79 um  
   2,75 GeV   2,227E+01  8,258E-03   71,51 mm     2,96 mm   441,49 um  
   3,00 GeV   2,105E+01  7,622E-03   83,06 mm     3,38 mm   509,52 um  
   3,25 GeV   2,002E+01  7,080E-03   95,23 mm     3,79 mm   580,62 um  
   3,50 GeV   1,913E+01  6,612E-03  108,00 mm     4,20 mm   654,52 um  
   3,75 GeV   1,836E+01  6,204E-03  121,34 mm     4,61 mm   731,01 um  
   4,00 GeV   1,769E+01  5,846E-03  135,21 mm     5,01 mm   809,88 um  
   4,50 GeV   1,656E+01  5,243E-03  164,43 mm     6,50 mm   974,04 um  
   5,00 GeV   1,566E+01  4,756E-03  195,47 mm     7,85 mm     1,15 mm  
   5,50 GeV   1,493E+01  4,355E-03  228,17 mm     9,11 mm     1,32 mm  
   6,00 GeV   1,432E+01  4,018E-03  262,36 mm    10,32 mm     1,51 mm  
   6,50 GeV   1,381E+01  3,731E-03  297,91 mm    11,49 mm     1,69 mm  
   7,00 GeV   1,338E+01  3,484E-03  334,69 mm    12,61 mm     1,88 mm  
   8,00 GeV   1,268E+01  3,078E-03  411,48 mm    16,65 mm     2,27 mm  
   9,00 GeV   1,215E+01  2,759E-03  492,03 mm    20,18 mm     2,67 mm  
  10,00 GeV   1,174E+01  2,502E-03  575,75 mm    23,41 mm     3,08 mm  
  11,00 GeV   1,142E+01  2,290E-03  662,12 mm    26,41 mm     3,48 mm  
  12,00 GeV   1,115E+01  2,112E-03  750,74 mm    29,24 mm     3,89 mm  
  13,00 GeV   1,094E+01  1,961E-03  841,26 mm    31,93 mm     4,29 mm  
  14,00 GeV   1,076E+01  1,830E-03  933,40 mm    34,49 mm     4,69 mm  
  15,00 GeV   1,062E+01  1,717E-03    1,03 m     36,95 mm     5,09 mm  
  16,00 GeV   1,050E+01  1,617E-03    1,12 m     39,31 mm     5,49 mm  
  17,00 GeV   1,040E+01  1,528E-03    1,22 m     41,58 mm     5,88 mm  
  18,00 GeV   1,031E+01  1,449E-03    1,31 m     43,77 mm     6,26 mm  
  20,00 GeV   1,018E+01  1,313E-03    1,51 m     51,76 mm     7,02 mm  
  22,50 GeV   1,007E+01  1,177E-03    1,76 m     62,45 mm     7,94 mm  
  25,00 GeV   1,000E+01  1,067E-03    2,01 m     71,71 mm     8,83 mm  
  27,50 GeV   9,960E+00  9,758E-04    2,26 m     79,99 mm     9,69 mm  
  30,00 GeV   9,939E+00  8,997E-04    2,51 m     87,54 mm    10,52 mm  
  32,50 GeV   9,932E+00  8,349E-04    2,76 m     94,50 mm    11,32 mm  
  35,00 GeV   9,937E+00  7,790E-04    3,01 m    100,99 mm    12,10 mm  
  37,50 GeV   9,949E+00  7,304E-04    3,26 m    107,08 mm    12,84 mm  
  40,00 GeV   9,967E+00  6,876E-04    3,51 m    112,82 mm    13,57 mm  
  45,00 GeV   1,002E+01  6,159E-04    4,01 m    133,19 mm    14,95 mm  
  50,00 GeV   1,008E+01  5,581E-04    4,51 m    150,65 mm    16,25 mm  
  55,00 GeV   1,014E+01  5,105E-04    5,00 m    166,11 mm    17,49 mm  
  60,00 GeV   1,021E+01  4,705E-04    5,50 m    180,07 mm    18,65 mm  
  65,00 GeV   1,028E+01  4,365E-04    5,98 m    192,86 mm    19,77 mm  
  70,00 GeV   1,034E+01  4,072E-04    6,47 m    204,70 mm    20,83 mm  
  80,00 GeV   1,048E+01  3,593E-04    7,43 m    245,66 mm    22,81 mm  
  90,00 GeV   1,061E+01  3,217E-04    8,38 m    279,89 mm    24,65 mm  
 100,00 GeV   1,073E+01  2,914E-04    9,31 m    309,68 mm    26,36 mm  
 110,00 GeV   1,085E+01  2,665E-04   10,24 m    336,28 mm    27,95 mm  
 120,00 GeV   1,096E+01  2,456E-04   11,16 m    360,43 mm    29,45 mm  
 130,00 GeV   1,106E+01  2,278E-04   12,07 m    382,63 mm    30,87 mm  
 140,00 GeV   1,116E+01  2,125E-04   12,97 m    403,24 mm    32,22 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  1,0000E-02                keV / (ug/cm2) 
  1,0000E-02                MeV / (mg/cm2) 
  1,0000E+01                keV / (mg/cm2) 
  9,9709E-02                 eV / (1E15 atoms/cm2)
  1,7514E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
